Name,Symbol,Date,Open,High,Low,Close,Volume ETH
Etherium,ETH,14/12/2020,590.81,591.48,575.6,586.29,493012.0271
Etherium,ETH,15/12/2020,586.29,597.2,578.58,588.64,569270.5201
Etherium,ETH,16/12/2020,588.78,640,580.71,637.18,1185588.051
Etherium,ETH,17/12/2020,637.18,676.25,625.76,642.7,2006130.02
Etherium,ETH,18/12/2020,642.71,664.61,629.4,653.85,1000012.98
Etherium,ETH,19/12/2020,653.76,669.95,645.42,658.03,858803.8846
Etherium,ETH,20/12/2020,658.05,661.39,621.01,638.18,823958.2284
Etherium,ETH,21/12/2020,638.1,648,595.9,607.58,843251.1657
Etherium,ETH,22/12/2020,607.68,637.73,588,636.45,918851.2565
Etherium,ETH,23/12/2020,636.41,638.44,551.28,585.56,1208807.365
Etherium,ETH,24/12/2020,585.48,615.02,565.43,612.31,886335.8633
Etherium,ETH,25/12/2020,612.31,634.24,604.28,626.82,798009.6292
Etherium,ETH,26/12/2020,626.78,652.91,615.26,637.44,958585.5065
Etherium,ETH,27/12/2020,637.44,717.13,625,685.11,1859968.15
Etherium,ETH,28/12/2020,685.1,748.09,681.04,730.41,1627154.393
Etherium,ETH,29/12/2020,730.4,740.78,689.2,732,1106876.359
Etherium,ETH,30/12/2020,732,758.74,716.62,752.17,1008574.099
Etherium,ETH,31/12/2020,752.17,755.74,722,736.42,863375.5798
Etherium,ETH,01/01/2021,736.42,749,714.29,728.91,675114.0933
Etherium,ETH,02/01/2021,728.91,787.69,714.91,774.56,1352618.577
Etherium,ETH,03/01/2021,774.44,1011.07,768.71,978.28,2813603.886
Etherium,ETH,04/01/2021,978.33,1162.97,890,1041.43,4245010.94
Etherium,ETH,05/01/2021,1041.45,1134.6,974.45,1099.56,2706995.675
Etherium,ETH,06/01/2021,1100.16,1213,1057.26,1208.42,2390136.593
Etherium,ETH,07/01/2021,1208.75,1289,1131,1224.87,1972922.821
Etherium,ETH,08/01/2021,1224.86,1273.75,1065,1216.93,2131172.923
Etherium,ETH,09/01/2021,1216.72,1304.37,1171.36,1276,1448871.115
Etherium,ETH,10/01/2021,1276,1348.33,1170,1254.25,1951179.35
Etherium,ETH,11/01/2021,1254.24,1260,915,1087.01,4068784.657
Etherium,ETH,12/01/2021,1087,1150.02,1006.33,1050.16,2302645.341
Etherium,ETH,13/01/2021,1050.36,1137.65,987.48,1129.89,1564202.391
Etherium,ETH,14/01/2021,1129.79,1247.55,1086.7,1231.62,1555737.386
Etherium,ETH,15/01/2021,1231.89,1256.98,1069.42,1168.53,1944038.837
Etherium,ETH,16/01/2021,1168.48,1298,1151.77,1227.83,1575384.438
Etherium,ETH,17/01/2021,1227.83,1269.02,1165,1232.45,1317285.006
Etherium,ETH,18/01/2021,1232.5,1260.75,1182.58,1258.45,998050.1107
Etherium,ETH,19/01/2021,1258.52,1438.3,1251.49,1365.36,2278852.558
Etherium,ETH,20/01/2021,1365.36,1407.93,1235.42,1376.99,2219137.621
Etherium,ETH,21/01/2021,1376.72,1390,1086,1110.96,2254164.804
Etherium,ETH,22/01/2021,1111.98,1273.79,1042.31,1232.62,2020593.217
Etherium,ETH,23/01/2021,1232.61,1272.44,1195.9,1233.6,1009545.083
Etherium,ETH,24/01/2021,1233.46,1398.83,1220,1392.51,1510879.538
Etherium,ETH,25/01/2021,1392.19,1475,1293.69,1317.88,1885441.313
Etherium,ETH,26/01/2021,1317.6,1378.49,1244.56,1365.97,1682923.658
Etherium,ETH,27/01/2021,1366.54,1373.9,1207,1239.03,2009772.084
Etherium,ETH,28/01/2021,1238.93,1360,1217.23,1329.69,1365269.72
Etherium,ETH,29/01/2021,1329.44,1436.9,1285.35,1379.5,2253963.187
Etherium,ETH,30/01/2021,1379.56,1406,1326.41,1378.05,1040042.236
Etherium,ETH,31/01/2021,1378.04,1380.74,1281.12,1312.55,958704.8557
Etherium,ETH,01/02/2021,1312.45,1377.99,1269.99,1374.17,1096397.919
Etherium,ETH,02/02/2021,1374.09,1547.9,1360.28,1511.87,1944227.999
Etherium,ETH,03/02/2021,1511.93,1669.35,1508.39,1664.49,1535869.888
Etherium,ETH,04/02/2021,1664.67,1695.2,1554.44,1595.67,1646502.33
Etherium,ETH,05/02/2021,1595.53,1760.49,1591,1719.19,1194123.299
Etherium,ETH,06/02/2021,1718.95,1743.67,1642.94,1676.35,1149808.331
Etherium,ETH,07/02/2021,1676.35,1693,1490.46,1611.62,1281734.868
Etherium,ETH,08/02/2021,1611.46,1775.57,1563.89,1750.15,1339777.095
Etherium,ETH,09/02/2021,1749.68,1821.88,1708.49,1769.13,1185071.896
Etherium,ETH,10/02/2021,1769.14,1837.86,1680,1740.78,1219932.255
Etherium,ETH,11/02/2021,1740.76,1819,1703.44,1785.62,735079.827
Etherium,ETH,12/02/2021,1785.83,1864.88,1739.88,1840.26,909600.2065
Etherium,ETH,13/02/2021,1840.24,1871.72,1765,1814.96,767589.0729
Etherium,ETH,14/02/2021,1815.25,1850,1784.11,1800.42,675261.7787
Etherium,ETH,15/02/2021,1800.03,1835.72,1655.67,1779.25,1053474.579
Etherium,ETH,16/02/2021,1779.33,1827.28,1724,1781.99,817493.4751
Etherium,ETH,17/02/2021,1781.99,1855,1733.01,1849.88,795711.6331
Etherium,ETH,18/02/2021,1849.7,1950.5,1849.69,1939.61,937227.1019
Etherium,ETH,19/02/2021,1938.91,1972.82,1891,1955,793404.4115
Etherium,ETH,20/02/2021,1955.46,2042.34,1803.14,1913,1261315.813
Etherium,ETH,21/02/2021,1912.9,1976.31,1883.01,1933.53,756568.1974
Etherium,ETH,22/02/2021,1933.54,1936.29,1551,1777.58,1807244.981
Etherium,ETH,23/02/2021,1777.42,1782.39,1355,1577.89,2547837.821
Etherium,ETH,24/02/2021,1577.79,1712.7,1500.2,1623.39,1384388.817
Etherium,ETH,25/02/2021,1623.16,1671.59,1459.16,1481.75,1032670.794
Etherium,ETH,26/02/2021,1482.08,1562.25,1400,1444.59,1355973.294
Etherium,ETH,27/02/2021,1444.56,1529,1425,1458.13,927423.0475
Etherium,ETH,28/02/2021,1458.27,1468.75,1293.18,1419.18,1410207.563
Etherium,ETH,01/03/2021,1418.67,1572,1409.91,1569.86,1094695.178
Etherium,ETH,02/03/2021,1570,1602.9,1455.52,1486.78,1061142.387
Etherium,ETH,03/03/2021,1486.79,1656.94,1475.47,1567.69,1054846.315
Etherium,ETH,04/03/2021,1567.68,1624.87,1506.36,1539.23,946365.6709
Etherium,ETH,05/03/2021,1539.22,1548.96,1441.66,1528.31,910786.2898
Etherium,ETH,06/03/2021,1528.08,1671.58,1513.03,1650.35,1013300.939
Etherium,ETH,07/03/2021,1650.68,1734.16,1630.35,1726.16,848470.7814
Etherium,ETH,08/03/2021,1726.46,1843.59,1664.96,1833.18,1149711.4
Etherium,ETH,09/03/2021,1833.22,1870.77,1798.2,1870.51,857229.4786
Etherium,ETH,10/03/2021,1870.5,1877.69,1757,1795.12,937230.6283
Etherium,ETH,11/03/2021,1795.28,1846.7,1725,1825.78,909011.4961
Etherium,ETH,12/03/2021,1825.78,1841.88,1719.72,1766.1,869564.6361
Etherium,ETH,13/03/2021,1766.13,1944.3,1727.75,1922.35,926283.2264
Etherium,ETH,14/03/2021,1922.35,1933.1,1836,1848.1,637963.6363
Etherium,ETH,15/03/2021,1848.1,1891.76,1730,1793.48,1025326.797
Etherium,ETH,16/03/2021,1793.99,1819.5,1711.68,1805.12,764993.4015
Etherium,ETH,17/03/2021,1805.01,1838.88,1741.18,1823.58,658349.4484
Etherium,ETH,18/03/2021,1823.58,1850,1759.04,1776.08,603721.6106
Etherium,ETH,19/03/2021,1775.92,1840.61,1733.47,1809.1,500258.4288
Etherium,ETH,20/03/2021,1809.01,1868.83,1800.86,1806.1,451556.1064
Etherium,ETH,21/03/2021,1806.57,1817.16,1747,1782.98,465953.9875
Etherium,ETH,22/03/2021,1783.23,1807.51,1655.15,1680.97,582727.4908
Etherium,ETH,23/03/2021,1681.17,1721.17,1650,1668.08,577213.9959
Etherium,ETH,24/03/2021,1668.2,1740.86,1536.92,1581.84,753834.5239
Etherium,ETH,25/03/2021,1581.88,1622,1549.4,1585.74,701697.0026
Etherium,ETH,26/03/2021,1585.83,1699.93,1585.79,1698.84,515470.9291
Etherium,ETH,27/03/2021,1698.84,1732.67,1666.41,1712.63,443845.4996
Etherium,ETH,28/03/2021,1712.52,1725.66,1661.4,1687.01,348895.5131
Etherium,ETH,29/03/2021,1687.16,1841,1677.85,1816.74,647724.4639
Etherium,ETH,30/03/2021,1816.76,1859.13,1786.3,1840.46,568842.0053
Etherium,ETH,31/03/2021,1840.41,1947.29,1768.15,1919.37,746995.8591
Etherium,ETH,01/04/2021,1919.37,1984.77,1885.02,1968.05,741585.0727
Etherium,ETH,02/04/2021,1968.05,2146,1948.48,2133.69,846197.9322
Etherium,ETH,03/04/2021,2133.69,2138.12,1996.3,2008.52,770176.3219
Etherium,ETH,04/04/2021,2008.59,2091.83,1975.24,2075.69,514345.7655
Etherium,ETH,05/04/2021,2075.7,2130.64,2002.15,2107.38,684923.6149
Etherium,ETH,06/04/2021,2107.43,2151,2044.65,2112.21,673386.0558
Etherium,ETH,07/04/2021,2112.22,2129.01,1930.01,1963.47,892984.9042
Etherium,ETH,08/04/2021,1963.46,2084.61,1947.35,2080.46,501355.998
Etherium,ETH,09/04/2021,2080.39,2100,2047.57,2066.87,426387.4379
Etherium,ETH,10/04/2021,2067.19,2200,2058,2133.49,655458.2089
Etherium,ETH,11/04/2021,2133.49,2165.02,2113.4,2151.36,392265.5077
Etherium,ETH,12/04/2021,2151.42,2203.46,2102,2137.69,579093.3569
Etherium,ETH,13/04/2021,2137.86,2318,2135.53,2299.19,782608.6209
Etherium,ETH,14/04/2021,2299.19,2447.29,2281.33,2432.6,972931.6087
Etherium,ETH,15/04/2021,2432.59,2543.47,2400,2514.04,681950.9665
Etherium,ETH,16/04/2021,2514.04,2548.29,2300,2422.67,999163.7521
Etherium,ETH,17/04/2021,2422.38,2495,2310,2317.6,624232.2557
Etherium,ETH,18/04/2021,2317.65,2340,1946.8,2235.64,1475383.692
Etherium,ETH,19/04/2021,2235.65,2300,2080,2161.12,820592.2656
Etherium,ETH,20/04/2021,2161.12,2346.62,2055,2330.03,992240.809
Etherium,ETH,21/04/2021,2330.26,2469.54,2235.16,2357.06,1177885.862
Etherium,ETH,22/04/2021,2357.06,2644.47,2303.44,2397.94,2220753.097
Etherium,ETH,23/04/2021,2397.94,2442.89,2107,2367.39,2532242.442
Etherium,ETH,24/04/2021,2367.39,2368.74,2154.8,2213.35,997688.9462
Etherium,ETH,25/04/2021,2214.08,2356.64,2168,2320.49,857517.3822
Etherium,ETH,26/04/2021,2320.44,2542.8,2303.64,2532.6,1076469.014
Etherium,ETH,27/04/2021,2532.06,2680,2480.29,2666.13,771728.4645
Etherium,ETH,28/04/2021,2666.13,2760,2559.44,2748.24,999383.1852
Etherium,ETH,29/04/2021,2748.23,2798,2668,2757.04,863890.0107
Etherium,ETH,30/04/2021,2757.04,2798.3,2723.09,2772.42,695339.2048
Etherium,ETH,01/05/2021,2772.42,2954.28,2743.41,2944.77,690260.0774
Etherium,ETH,02/05/2021,2944.83,2985,2852.26,2949.56,571982.5445
Etherium,ETH,03/05/2021,2949.33,3454,2949.32,3431.04,1329088.063
Etherium,ETH,04/05/2021,3431.04,3527,3160,3239.01,1826039.386
Etherium,ETH,05/05/2021,3239.01,3549.34,3200.23,3524.26,1174816.736
Etherium,ETH,06/05/2021,3524.33,3605.4,3376.47,3489.73,920592.5771
Etherium,ETH,07/05/2021,3489.74,3587,3353.23,3479.53,760544.6478
Etherium,ETH,08/05/2021,3479.79,3958.33,3449.27,3910.26,1130467.549
Etherium,ETH,09/05/2021,3910.26,3983.65,3726.08,3923.95,1000401.008
Etherium,ETH,10/05/2021,3923.95,4208,3650,3945.88,1505897.926
Etherium,ETH,11/05/2021,3946.63,4180.22,3771.64,4173.45,1095927.104
Etherium,ETH,12/05/2021,4173.46,4372.72,3701.58,3823.21,1601842.74
Etherium,ETH,13/05/2021,3810.15,4034.77,3500,3717.91,2068708.174
Etherium,ETH,14/05/2021,3717.92,4173.28,3691.35,4075.01,1153390.426
Etherium,ETH,15/05/2021,4075.02,4134.05,3632,3646.68,1039174.881
Etherium,ETH,16/05/2021,3646.24,3879,3343.06,3582.1,1324065.659
Etherium,ETH,17/05/2021,3581.81,3587.06,3102,3282.51,1904012.44
Etherium,ETH,18/05/2021,3282.25,3565.71,3240,3375.07,1287110.841
Etherium,ETH,19/05/2021,3375.08,3441.73,1888,2438.92,4309836.319
Etherium,ETH,20/05/2021,2438.92,2990.05,2155,2768.62,2942777.93
Etherium,ETH,21/05/2021,2767.87,2938.54,2101,2430.98,2727031.935
Etherium,ETH,22/05/2021,2430.98,2485,2145,2294.87,1684318.012
Etherium,ETH,23/05/2021,2295.45,2381.57,1728.74,2096.39,2914548.731
Etherium,ETH,24/05/2021,2096.63,2675,2079.94,2648.43,2186632.922
Etherium,ETH,25/05/2021,2647.92,2750,2378.54,2705.11,2115349.504
Etherium,ETH,26/05/2021,2705.1,2910,2643,2884.94,1583799.593
Etherium,ETH,27/05/2021,2884.82,2889.74,2633.68,2742.23,1099029.912
Etherium,ETH,28/05/2021,2742.23,2762.45,2327.38,2412.1,1554584.614
Etherium,ETH,29/05/2021,2412.34,2574.27,2204.1,2278.74,1379427.189
Etherium,ETH,30/05/2021,2278.74,2476.42,2180.53,2385.98,1151113.199
Etherium,ETH,31/05/2021,2385.82,2720,2271.44,2706.15,1307958.041
Etherium,ETH,01/06/2021,2706.15,2740,2523.74,2634.57,1179577.108
Etherium,ETH,02/06/2021,2634.31,2802.99,2550,2706.22,970070.5356
Etherium,ETH,03/06/2021,2706.21,2891.95,2662.4,2857.25,1024290.894
Etherium,ETH,04/06/2021,2857.25,2860,2552,2689.51,1188314.112
Etherium,ETH,05/06/2021,2689.54,2816.87,2552.23,2627.73,961824.1241
Etherium,ETH,06/06/2021,2627.63,2745,2614,2711.92,673792.6937
Etherium,ETH,07/06/2021,2711.92,2847.55,2570,2592.05,1152128.079
Etherium,ETH,08/06/2021,2592.05,2620.99,2304.91,2507.23,1693747.428
Etherium,ETH,09/06/2021,2507.43,2626.63,2405.28,2610.18,1276718.24
Etherium,ETH,10/06/2021,2610.2,2624.46,2425.11,2471.09,741237.4993
Etherium,ETH,11/06/2021,2471.01,2497.99,2321.37,2354.01,587364.2736
Etherium,ETH,12/06/2021,2354.09,2454.53,2256.22,2370.74,767439.4984
Etherium,ETH,13/06/2021,2370.64,2548.41,2308.41,2509.33,715948.7599
Etherium,ETH,14/06/2021,2509.33,2609.17,2461,2580.77,684183.5562
Etherium,ETH,15/06/2021,2580.58,2640,2507.7,2543.54,599826.6493
Etherium,ETH,16/06/2021,2543.55,2556.19,2351.18,2367.89,624741.7836
Etherium,ETH,17/06/2021,2368.02,2460.5,2306,2373.28,560667.5857
Etherium,ETH,18/06/2021,2373.28,2378,2139,2234.09,778905.202
Etherium,ETH,19/06/2021,2234.09,2278.82,2161.67,2164.67,496872.25
Etherium,ETH,20/06/2021,2165.34,2280.01,2040.68,2243.47,743883.6474
Etherium,ETH,21/06/2021,2243.49,2260.16,1865.54,1885.49,1629819.666
Etherium,ETH,22/06/2021,1885.27,1998,1700.48,1879.28,1695338.081
Etherium,ETH,23/06/2021,1879.29,2045,1821.95,1968.14,918612.3049
Etherium,ETH,24/06/2021,1967.95,2036.61,1884.79,1989.52,701231.6748
Etherium,ETH,25/06/2021,1989.53,2019.99,1791.22,1808.82,858808.5477
Etherium,ETH,26/06/2021,1808.97,1852.8,1717.32,1829.64,832315.149
Etherium,ETH,27/06/2021,1829.84,1984.5,1804.26,1982.28,696055.7931
Etherium,ETH,28/06/2021,1982.27,2145,1960.52,2084.41,1044244.683
Etherium,ETH,29/06/2021,2084.42,2245,2073.57,2165.33,831257.2328
Etherium,ETH,30/06/2021,2165.46,2287.78,2087.99,2275.68,910583.6032
Etherium,ETH,01/07/2021,2275.68,2275.93,2073.12,2106.41,787865.2514
Etherium,ETH,02/07/2021,2106.41,2160,2018.5,2154.13,672282.3748
Etherium,ETH,03/07/2021,2153.95,2240,2112.01,2226.99,569264.801
Etherium,ETH,04/07/2021,2226.99,2389.93,2189.58,2322.69,590656.2507
Etherium,ETH,05/07/2021,2322.69,2324.64,2157.32,2196.53,781806.3161
Etherium,ETH,06/07/2021,2196.85,2350,2193,2322.5,785330.1715
Etherium,ETH,07/07/2021,2322.51,2409,2291.9,2316.57,666501.3557
Etherium,ETH,08/07/2021,2316.25,2325.6,2084.79,2116.33,880265.0412
Etherium,ETH,09/07/2021,2116.32,2189.4,2046.51,2146.99,738611.363
Etherium,ETH,10/07/2021,2146.99,2194.82,2074.16,2110.69,499071.859
Etherium,ETH,11/07/2021,2110.68,2174,2081.02,2140.45,342294.403
Etherium,ETH,12/07/2021,2140.54,2167.83,2006.68,2031.58,540630.1074
Etherium,ETH,13/07/2021,2031.57,2047.35,1918,1940.15,647388.2497
Etherium,ETH,14/07/2021,1940.44,2019.18,1865,1994.58,690505.6094
Etherium,ETH,15/07/2021,1994.41,2042.88,1881,1919.51,645271.3256
Etherium,ETH,16/07/2021,1919.54,1965,1850,1876.26,577068.8972
Etherium,ETH,17/07/2021,1876.47,1919.19,1844.45,1899.59,430300.5158
Etherium,ETH,18/07/2021,1899.5,1993.79,1877.1,1891.64,534837.6365
Etherium,ETH,19/07/2021,1891.65,1919,1805,1818.73,547419.9377
Etherium,ETH,20/07/2021,1818.73,1841.34,1706,1786.03,786257.272
Etherium,ETH,21/07/2021,1786.03,2035.23,1747.55,1995.5,1115949.82
Etherium,ETH,22/07/2021,1995.5,2046,1947.62,2024.56,768854.3659
Etherium,ETH,23/07/2021,2024.27,2130.9,1993.22,2124.25,708160.9132
Etherium,ETH,24/07/2021,2124.26,2199.5,2105.58,2184.75,633075.1859
Etherium,ETH,25/07/2021,2184.9,2197.41,2105.93,2189.79,535630.27
Etherium,ETH,26/07/2021,2189.82,2433.65,2171.57,2228.08,1393738.163
Etherium,ETH,27/07/2021,2227.81,2319.26,2150.5,2299.49,906359.2348
Etherium,ETH,28/07/2021,2299.47,2345,2243.15,2300.9,718202.5773
Etherium,ETH,29/07/2021,2300.9,2400,2266.12,2382.92,499364.835
Etherium,ETH,30/07/2021,2382.93,2471.7,2315.92,2461.81,762577.288
Etherium,ETH,31/07/2021,2461.77,2553.86,2420.68,2531.05,507601.0503
Etherium,ETH,01/08/2021,2531.1,2697.61,2511.24,2555.69,853495.9408
Etherium,ETH,02/08/2021,2555.5,2666,2507,2606.93,726701.8495
Etherium,ETH,03/08/2021,2606.92,2632.44,2442.32,2509.04,792960.8438
Etherium,ETH,04/08/2021,2508.51,2772.71,2457.68,2724.78,954590.7536
Etherium,ETH,05/08/2021,2724.55,2843.98,2529.91,2826.99,1307720.207
Etherium,ETH,06/08/2021,2827.01,2946.75,2720.06,2891.58,825399.4864
Etherium,ETH,07/08/2021,2891.54,3171,2865.5,3160.31,1205277.101
Etherium,ETH,08/08/2021,3160.48,3189.99,2949.03,3011.85,966349.7058
Etherium,ETH,09/08/2021,3011.84,3186,2893.23,3160.52,1129584.616
Etherium,ETH,10/08/2021,3160.51,3233,3051.22,3141.66,880675.7444
Etherium,ETH,11/08/2021,3141.14,3274,3120.27,3160.5,732546.6043
Etherium,ETH,12/08/2021,3160.4,3239,2979.29,3045.96,737628.4581
Etherium,ETH,13/08/2021,3046.11,3327.83,3033.8,3322.32,579333.4032
Etherium,ETH,14/08/2021,3322.33,3330.98,3200,3263.16,486102.5379
Etherium,ETH,15/08/2021,3263.16,3320,3111.13,3307.09,565579.6777
Etherium,ETH,16/08/2021,3307.35,3335,3135.22,3146.53,635667.0542
Etherium,ETH,17/08/2021,3147.18,3290,2991.89,3011.72,804996.0697
Etherium,ETH,18/08/2021,3011.73,3125.81,2950,3014.55,625103.2557
Etherium,ETH,19/08/2021,3014.18,3188,2958.33,3184.12,634769.9217
Etherium,ETH,20/08/2021,3184.11,3300,3177.16,3284.82,558127.4554
Etherium,ETH,21/08/2021,3284.81,3309.16,3207,3223.43,421156.0908
Etherium,ETH,22/08/2021,3223.36,3272,3126.42,3238,406479.0765
Etherium,ETH,23/08/2021,3238,3377.89,3230.02,3321.28,602103.4461
Etherium,ETH,24/08/2021,3321.28,3357.85,3147.31,3170.62,540480.0785
Etherium,ETH,25/08/2021,3170.63,3248,3080,3226.87,483697.6944
Etherium,ETH,26/08/2021,3226.88,3250,3053.3,3093.2,442298.4737
Etherium,ETH,27/08/2021,3093.06,3280,3060.18,3273.45,451027.8071
Etherium,ETH,28/08/2021,3273.89,3287,3210.31,3244.48,262360.3492
Etherium,ETH,29/08/2021,3244.75,3285,3152.34,3223.47,335806.7827
Etherium,ETH,30/08/2021,3223.47,3347.95,3143,3229.64,625347.2754
Etherium,ETH,31/08/2021,3229.14,3476,3188.77,3429.2,863071.1309
Etherium,ETH,01/09/2021,3429.19,3842,3382.22,3826.82,845759.9587
Etherium,ETH,02/09/2021,3826.82,3836.8,3717.04,3785.82,525165.7996
Etherium,ETH,03/09/2021,3785.82,4027.88,3705.05,3938.11,655903.7574
Etherium,ETH,04/09/2021,3938.11,3970,3832.5,3885.52,364478.1193
Etherium,ETH,05/09/2021,3885.61,3980,3830,3950.29,365759.8597
Etherium,ETH,06/09/2021,3950.28,3970,3864.3,3926.77,397768.5783
Etherium,ETH,07/09/2021,3926.67,3947.15,3005,3434.57,1203536.002
